run_id,config,application,infra_size,dataset_seed,instance_id,engine,seed,options,status,feasibility,feasible,objective_value,engine_objective_value,oracle_match,cost,latency,security,engine_execution_time_ms,engine_evaluations,wall_time_s,solver_status,n_tasks,n_candidates,error
arOrch_146588263_infrastructure_70|pop50-sbx#seed3,pop50-sbx,arOrch,70,146588263,arOrch_146588263_infrastructure_70,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.15369757814504792,0.15369757814504792,True,161.056854435,37.0,1.0,300009.0,1650550,302.346,,7,474,
arOrch_146588263_infrastructure_135|pop50-sbx#seed1,pop50-sbx,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,1,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 1, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10064929121093327,0.10064929121093327,True,140.91332996,39.0,1.0,300008.0,1366705,307.53,,7,1296,
arOrch_146588263_infrastructure_135|pop50-sbx#seed2,pop50-sbx,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,2,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 2, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.09962025170766152,0.09962025170766149,True,141.02650837000002,37.0,1.0,299985.0,1152351,306.709,,7,1296,
arOrch_146588263_infrastructure_135|pop50-sbx#seed3,pop50-sbx,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.0990672618759715,0.0990672618759715,True,141.02650837,36.0,1.0,300009.0,1189823,308.204,,7,1296,
arOrch_146588263_infrastructure_220|pop50-sbx#seed1,pop50-sbx,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,1,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 1, ""time_budget_ms"": 300000}",ok,UNKNOWN,False,0.2905547398973485,1000.5074626865671,,187.42438435,32.5,0.66,300009.0,1170496,314.488,,7,1738,
arOrch_146588263_infrastructure_220|pop50-sbx#seed2,pop50-sbx,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,2,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 2, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10446478796722174,0.10446478796722174,True,160.42897492499998,31.0,1.0,299986.0,1081761,315.372,,7,1738,
arOrch_146588263_infrastructure_220|pop50-sbx#seed3,pop50-sbx,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""SBX"", ""population_size"": 50, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10555985797407642,0.10555985797407642,True,162.089584255,31.0,1.0,300011.0,1151532,315.564,,7,1738,
arOrch_146588263_infrastructure_70|pop20-uniform#seed1,pop20-uniform,arOrch,70,146588263,arOrch_146588263_infrastructure_70,evolutionary-heuristics,1,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 1, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.15516562669727518,0.15516562669727518,True,161.97022875999997,38.0,1.0,300010.0,1306953,303.027,,7,474,
arOrch_146588263_infrastructure_70|pop20-uniform#seed2,pop20-uniform,arOrch,70,146588263,arOrch_146588263_infrastructure_70,evolutionary-heuristics,2,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 2, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.15516562669727518,0.15516562669727518,True,161.97022875999997,38.0,1.0,300036.0,1368636,303.634,,7,474,
arOrch_146588263_infrastructure_70|pop20-uniform#seed3,pop20-uniform,arOrch,70,146588263,arOrch_146588263_infrastructure_70,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.15369757814504792,0.15369757814504792,True,161.056854435,37.0,1.0,300008.0,1468875,303.099,,7,474,
arOrch_146588263_infrastructure_135|pop20-uniform#seed1,pop20-uniform,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,1,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 1, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10025822077378796,0.10025822077378796,True,142.77840015499999,36.0,1.0,300010.0,1132172,308.696,,7,1296,
arOrch_146588263_infrastructure_135|pop20-uniform#seed2,pop20-uniform,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,2,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 2, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.0995056761863612,0.0995056761863612,True,142.891578565,34.5,1.0,299994.0,1154329,308.003,,7,1296,
arOrch_146588263_infrastructure_135|pop20-uniform#seed3,pop20-uniform,arOrch,135,146588263,arOrch_146588263_infrastructure_135,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10025822077378796,0.10025822077378796,True,142.77840015499999,36.0,1.0,300010.0,1239555,308.906,,7,1296,
arOrch_146588263_infrastructure_220|pop20-uniform#seed1,pop20-uniform,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,1,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 1, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10446478796722174,0.10446478796722174,True,160.42897492499998,31.0,1.0,300004.0,1218835,311.749,,7,1738,
arOrch_146588263_infrastructure_220|pop20-uniform#seed2,pop20-uniform,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,2,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 2, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10446478796722174,0.10446478796722174,True,160.42897492499998,31.0,1.0,299988.0,1177743,313.742,,7,1738,
arOrch_146588263_infrastructure_220|pop20-uniform#seed3,pop20-uniform,arOrch,220,146588263,arOrch_146588263_infrastructure_220,evolutionary-heuristics,3,"{""algorithm"": ""NSGAII"", ""max_evaluations"": 1000, ""operators"": ""UNIFORM"", ""population_size"": 20, ""seed"": 3, ""time_budget_ms"": 300000}",ok,FEASIBLE,True,0.10446478796722174,0.10446478796722174,True,160.42897492499998,31.0,1.0,300009.0,1238011,313.542,,7,1738,
